NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN		113	0.39036033	1.4102515	0.00754717	0.021903135	1.0	919	tags=16%, list=7%, signal=17%	
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_DN	GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_DN		160	0.36881265	1.4102112	0.02183406	0.02188958	1.0	1893	tags=28%, list=13%, signal=31%	
GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		152	0.369756	1.4100629	0.0	0.02190276	1.0	2206	tags=29%, list=16%, signal=34%	
GSE17721_LPS_VS_POLYIC_8H_BMDC_DN	GSE17721_LPS_VS_POLYIC_8H_BMDC_DN		160	0.37376267	1.4094836	0.0040983604	0.022035796	1.0	1999	tags=31%, list=14%, signal=35%	
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN		115	0.38577038	1.4091765	0.014869888	0.02209406	1.0	919	tags=19%, list=7%, signal=20%	
GSE24726_WT_VS_E2_2_KO_PDC_DAY4_POST_DELETION_UP	GSE24726_WT_VS_E2_2_KO_PDC_DAY4_POST_DELETION_UP		164	0.36941016	1.4087499	0.0039525693	0.022184184	1.0	1940	tags=26%, list=14%, signal=29%	
GSE40225_WT_VS_RIP_B7X_DIABETIC_MOUSE_PANCREATIC_CD8_TCELL_UP	GSE40225_WT_VS_RIP_B7X_DIABETIC_MOUSE_PANCREATIC_CD8_TCELL_UP		152	0.37143868	1.4085851	0.008163265	0.022213995	1.0	1963	tags=25%, list=14%, signal=29%	
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN		102	0.394477	1.4082865	0.014184397	0.022259409	1.0	1062	tags=18%, list=8%, signal=19%	
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_30MIN_UP	GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_30MIN_UP		124	0.38795474	1.4080821	0.01048951	0.022296933	1.0	2290	tags=27%, list=16%, signal=32%	
GSE36891_UNSTIM_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_DN	GSE36891_UNSTIM_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_DN		137	0.38303953	1.4073759	0.0	0.022429489	1.0	1311	tags=20%, list=9%, signal=22%	
GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_UP	GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_UP		131	0.377887	1.4066076	0.0034364262	0.022605246	1.0	1930	tags=30%, list=14%, signal=34%	
GSE39382_IL3_VS_IL3_IL33_TREATED_MAST_CELL_DN	GSE39382_IL3_VS_IL3_IL33_TREATED_MAST_CELL_DN		131	0.3775818	1.4060351	0.013468013	0.022754226	1.0	1211	tags=18%, list=9%, signal=19%	
GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP	GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP		126	0.3840773	1.4060316	0.01509434	0.022737144	1.0	2161	tags=31%, list=15%, signal=36%	
GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		146	0.37731895	1.4051285	0.011450382	0.022971736	1.0	1889	tags=23%, list=13%, signal=27%	
GSE25677_R848_VS_MPL_AND_R848_STIM_BCELL_UP	GSE25677_R848_VS_MPL_AND_R848_STIM_BCELL_UP		85	0.40085682	1.4045205	0.0102739725	0.0231109	1.0	2081	tags=29%, list=15%, signal=34%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_UP		128	0.37923267	1.4037769	0.0	0.023274148	1.0	1994	tags=29%, list=14%, signal=33%	
GSE2706_UNSTIM_VS_8H_LPS_DC_DN	GSE2706_UNSTIM_VS_8H_LPS_DC_DN		137	0.37765962	1.4027456	0.0074626864	0.023532165	1.0	1132	tags=16%, list=8%, signal=17%	
GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_UP	GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_UP		133	0.37987727	1.4022434	0.024193548	0.023621304	1.0	2882	tags=29%, list=20%, signal=37%	
GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP	GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP		142	0.37477887	1.4015945	0.0035460992	0.02375507	1.0	1744	tags=23%, list=12%, signal=25%	
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN	GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN		129	0.3796588	1.4015222	0.011235955	0.02376841	1.0	1401	tags=18%, list=10%, signal=20%	
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP	GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP		135	0.3760063	1.4009149	0.004201681	0.023901386	1.0	1604	tags=26%, list=11%, signal=29%	
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP		152	0.36917907	1.4008595	0.0038314175	0.023897544	1.0	1887	tags=26%, list=13%, signal=29%	
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_UP	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_UP		134	0.37646618	1.4006191	0.010714286	0.023929104	1.0	1392	tags=26%, list=10%, signal=29%	
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN		161	0.36680365	1.4005561	0.015444015	0.023919014	1.0	1683	tags=19%, list=12%, signal=22%	
GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN	GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_DN		135	0.38142776	1.4000807	0.012396694	0.024059525	1.0	1306	tags=21%, list=9%, signal=23%	
GSE14000_4H_VS_16H_LPS_DC_UP	GSE14000_4H_VS_16H_LPS_DC_UP		153	0.37060317	1.399946	0.011952192	0.024080204	1.0	1254	tags=21%, list=9%, signal=23%	
GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP	GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP		96	0.3875604	1.3995718	0.016666668	0.024151864	1.0	908	tags=17%, list=6%, signal=18%	
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN		174	0.36684802	1.3990798	0.008658009	0.024253856	1.0	1467	tags=23%, list=10%, signal=25%	
GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_UP	GSE25677_MPL_VS_MPL_AND_R848_STIM_BCELL_UP		137	0.37272558	1.3989275	0.003968254	0.024266623	1.0	1389	tags=22%, list=10%, signal=24%	
GSE7831_1H_VS_4H_CPG_STIM_PDC_UP	GSE7831_1H_VS_4H_CPG_STIM_PDC_UP		153	0.36798027	1.3985745	0.01119403	0.024355395	1.0	2500	tags=31%, list=18%, signal=38%	
GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP	GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP		140	0.37654445	1.3982371	0.00754717	0.024431981	1.0	2023	tags=29%, list=14%, signal=34%	
GSE9946_IMMATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP	GSE9946_IMMATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP		99	0.3891132	1.3980795	0.01056338	0.024462676	1.0	1843	tags=16%, list=13%, signal=18%	
GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_UP	GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_UP		111	0.39103985	1.3980153	0.010416667	0.024459926	1.0	950	tags=18%, list=7%, signal=19%	
GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_UP	GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_UP		153	0.37445956	1.3978734	0.0043668123	0.024479983	1.0	1232	tags=21%, list=9%, signal=23%	
GSE339_CD4POS_VS_CD4CD8DN_DC_UP	GSE339_CD4POS_VS_CD4CD8DN_DC_UP		147	0.3725505	1.3967049	0.012987013	0.024762265	1.0	2389	tags=31%, list=17%, signal=36%	
NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP	NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP		388	0.33262575	1.3955564	0.0	0.025056256	1.0	1455	tags=18%, list=10%, signal=19%	
GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN		161	0.3665613	1.3947519	0.008130081	0.025252594	1.0	1842	tags=24%, list=13%, signal=27%	
GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN	GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN		134	0.37742713	1.3942566	0.010869565	0.025386758	1.0	1303	tags=23%, list=9%, signal=25%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP		120	0.384617	1.3935497	0.021201413	0.025558688	1.0	1848	tags=26%, list=13%, signal=29%	
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		134	0.37521717	1.3932381	0.015625	0.025643185	1.0	1522	tags=25%, list=11%, signal=28%	
GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG2_AND_FOXP3_TRASDUCED_UP	GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG2_AND_FOXP3_TRASDUCED_UP		81	0.4005582	1.3928529	0.029761905	0.025735518	1.0	2722	tags=33%, list=19%, signal=41%	
GSE7852_LN_VS_FAT_TREG_DN	GSE7852_LN_VS_FAT_TREG_DN		153	0.37514535	1.3924032	0.0043668123	0.02584029	1.0	1853	tags=26%, list=13%, signal=30%	
GSE22601_DOUBLE_NEGATIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN	GSE22601_DOUBLE_NEGATIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN		178	0.36522245	1.3920549	0.007936508	0.025892671	1.0	2204	tags=29%, list=16%, signal=34%	
GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_UP	GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_UP		121	0.37684533	1.3914889	0.015151516	0.026064526	1.0	1540	tags=22%, list=11%, signal=25%	
GSE3039_NKT_CELL_VS_B2_BCELL_DN	GSE3039_NKT_CELL_VS_B2_BCELL_DN		138	0.36898783	1.3914223	0.0121951215	0.026065337	1.0	2179	tags=31%, list=15%, signal=37%	
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN	GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN		146	0.37073228	1.3901306	0.011952192	0.026388584	1.0	1212	tags=23%, list=9%, signal=25%	
GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_UP	GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_UP		128	0.3819635	1.3900229	0.007017544	0.026399374	1.0	1166	tags=18%, list=8%, signal=19%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN		135	0.37435803	1.389688	0.012605042	0.026475329	1.0	949	tags=19%, list=7%, signal=20%	
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP	GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP		107	0.38424507	1.3891019	0.014440433	0.026631676	1.0	1628	tags=24%, list=12%, signal=27%	
GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN		133	0.37749377	1.3889847	0.014545455	0.026654728	1.0	2393	tags=30%, list=17%, signal=36%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_DN	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_DN		160	0.36660877	1.3884721	0.007843138	0.026809746	1.0	1335	tags=17%, list=9%, signal=18%	
GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN	GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN		164	0.35892493	1.3873582	0.00390625	0.02707941	1.0	1166	tags=20%, list=8%, signal=21%	
GSE360_L_DONOVANI_VS_T_GONDII_DC_UP	GSE360_L_DONOVANI_VS_T_GONDII_DC_UP		106	0.389744	1.3866572	0.010869565	0.027285604	1.0	1331	tags=17%, list=9%, signal=19%	
GSE12505_WT_VS_E2_2_HET_PDC_UP	GSE12505_WT_VS_E2_2_HET_PDC_UP		64	0.41515902	1.3862095	0.035031848	0.027402574	1.0	2500	tags=30%, list=18%, signal=36%	
GSE36078_WT_VS_IL1R_KO_LUNG_DC_DN	GSE36078_WT_VS_IL1R_KO_LUNG_DC_DN		153	0.36164334	1.3861436	0.012345679	0.027394634	1.0	1411	tags=22%, list=10%, signal=24%	
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN	GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN		158	0.36375275	1.3848029	0.008064516	0.027798885	1.0	1930	tags=22%, list=14%, signal=25%	
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN	GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN		107	0.3801256	1.3847688	0.012578616	0.02778466	1.0	1547	tags=24%, list=11%, signal=27%	
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN	GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN		143	0.36828166	1.3847021	0.011583012	0.027775066	1.0	2002	tags=31%, list=14%, signal=36%	
GSE22886_NEUTROPHIL_VS_DC_UP	GSE22886_NEUTROPHIL_VS_DC_UP		82	0.39396927	1.384617	0.017123288	0.027786428	1.0	734	tags=20%, list=5%, signal=20%	
GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP	GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_UP		141	0.37025636	1.3843579	0.0	0.027839476	1.0	2338	tags=34%, list=17%, signal=40%	
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN	GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN		151	0.37083784	1.3841057	0.011627907	0.027892962	1.0	1662	tags=22%, list=12%, signal=25%	
GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_DN	GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_DN		137	0.3698036	1.3837692	0.01831502	0.027996695	1.0	827	tags=20%, list=6%, signal=21%	
GSE27786_NKTCELL_VS_ERYTHROBLAST_UP	GSE27786_NKTCELL_VS_ERYTHROBLAST_UP		177	0.3606395	1.383689	0.012658228	0.028008115	1.0	1768	tags=20%, list=13%, signal=23%	
GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP	GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP		101	0.3889605	1.3828082	0.01056338	0.028245682	1.0	675	tags=15%, list=5%, signal=15%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN		93	0.389598	1.3823856	0.03642384	0.028371364	1.0	1456	tags=25%, list=10%, signal=27%	
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN	GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN		137	0.37491328	1.3823414	0.014035088	0.02836146	1.0	2044	tags=28%, list=15%, signal=32%	
GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN		142	0.3689542	1.3821917	0.01532567	0.02838274	1.0	2297	tags=23%, list=16%, signal=27%	
GSE28726_NAIVE_VS_ACTIVATED_NKTCELL_UP	GSE28726_NAIVE_VS_ACTIVATED_NKTCELL_UP		124	0.37656945	1.3812588	0.020689655	0.028654452	1.0	1543	tags=22%, list=11%, signal=24%	
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_12H_MBOVIS_BCG_STIM_UP	GSE22935_WT_VS_MYD88_KO_MACROPHAGE_12H_MBOVIS_BCG_STIM_UP		134	0.36983523	1.381212	0.014234875	0.028639918	1.0	1644	tags=24%, list=12%, signal=27%	
GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_UP	GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_UP		118	0.37930727	1.3811322	0.010380623	0.028641572	1.0	1853	tags=23%, list=13%, signal=26%	
GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN	GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN		179	0.3597332	1.3809739	0.0125	0.028661279	1.0	1762	tags=23%, list=13%, signal=26%	
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP	GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP		163	0.35892886	1.3808998	0.0	0.028658489	1.0	1461	tags=19%, list=10%, signal=21%	
GSE33292_DN3_THYMOCYTE_VS_TCF1_KO_TCELL_LYMPHOMA_UP	GSE33292_DN3_THYMOCYTE_VS_TCF1_KO_TCELL_LYMPHOMA_UP		161	0.36792272	1.3808777	0.00729927	0.028645238	1.0	1743	tags=26%, list=12%, signal=29%	
GSE20152_SPHK1_KO_VS_WT_HTNFA_OVERXPRESS_ANKLE_UP	GSE20152_SPHK1_KO_VS_WT_HTNFA_OVERXPRESS_ANKLE_UP		138	0.36572945	1.3799461	0.010309278	0.028953983	1.0	1378	tags=18%, list=10%, signal=20%	
GSE6259_BCELL_VS_CD8_TCELL_DN	GSE6259_BCELL_VS_CD8_TCELL_DN		145	0.37104273	1.3795842	0.0035971224	0.029050363	1.0	1547	tags=22%, list=11%, signal=25%	
GSE37532_WT_VS_PPARG_KO_LN_TREG_UP	GSE37532_WT_VS_PPARG_KO_LN_TREG_UP		161	0.36047035	1.3790076	0.020325202	0.029248385	1.0	2609	tags=30%, list=19%, signal=37%	
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		168	0.36773255	1.3790059	0.007968128	0.029227436	1.0	1837	tags=22%, list=13%, signal=25%	
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN	GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN		147	0.37235382	1.3784715	0.014184397	0.02934566	1.0	2238	tags=29%, list=16%, signal=34%	
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_UP	GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_UP		165	0.3618341	1.3784212	0.008658009	0.02934375	1.0	1331	tags=20%, list=9%, signal=22%	
SCHERER_PBMC_APSV_WETVAX_AGE_18_40YO_5_TO_7DY_UP	SCHERER_PBMC_APSV_WETVAX_AGE_18_40YO_5_TO_7DY_UP		17	0.54573053	1.3778639	0.09045226	0.029494151	1.0	1958	tags=41%, list=14%, signal=48%	
GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_DN	GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_DN		125	0.37253878	1.3764579	0.017793594	0.029911796	1.0	1294	tags=22%, list=9%, signal=24%	
GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP	GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP		100	0.38603672	1.3761884	0.03125	0.029978935	1.0	1233	tags=15%, list=9%, signal=16%	
GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_UP	GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_UP		121	0.37118548	1.3755138	0.014981274	0.030184217	1.0	1368	tags=24%, list=10%, signal=26%	
GSE9037_WT_VS_IRAK4_KO_BMDM_UP	GSE9037_WT_VS_IRAK4_KO_BMDM_UP		163	0.36257333	1.3754042	0.01831502	0.030196536	1.0	2064	tags=21%, list=15%, signal=25%	
GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_DN	GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_DN		122	0.37932175	1.3753543	0.012295082	0.030195575	1.0	735	tags=16%, list=5%, signal=17%	
GSE13522_CTRL_VS_T_CRUZI_G_STRAIN_INF_SKIN_UP	GSE13522_CTRL_VS_T_CRUZI_G_STRAIN_INF_SKIN_UP		149	0.36352363	1.3746268	0.004048583	0.030414259	1.0	1550	tags=21%, list=11%, signal=23%	
GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP	GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP		164	0.36041746	1.3743466	0.007633588	0.030496862	1.0	1429	tags=22%, list=10%, signal=24%	
GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_UP	GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_UP		129	0.37570143	1.3743068	0.017793594	0.030486967	1.0	3048	tags=34%, list=22%, signal=43%	
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP	GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP		164	0.3611157	1.374095	0.024691358	0.03052967	1.0	1770	tags=27%, list=13%, signal=30%	
GSE6259_33D1_POS_DC_VS_BCELL_UP	GSE6259_33D1_POS_DC_VS_BCELL_UP		87	0.38803688	1.3736252	0.009868421	0.03068121	1.0	2657	tags=30%, list=19%, signal=37%	
GSE3982_CTRL_VS_LPS_48H_DC_DN	GSE3982_CTRL_VS_LPS_48H_DC_DN		127	0.3742872	1.3733591	0.017064847	0.030741587	1.0	2069	tags=28%, list=15%, signal=32%	
GSE22033_UNTREATED_VS_ROSIGLITAZONE_TREATED_MEF_DN	GSE22033_UNTREATED_VS_ROSIGLITAZONE_TREATED_MEF_DN		138	0.36865118	1.3730577	0.011764706	0.03082006	1.0	1706	tags=25%, list=12%, signal=28%	
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN	GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN		157	0.35738447	1.3728223	0.0074074073	0.030892644	1.0	1651	tags=22%, list=12%, signal=24%	
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10NEG_CD62LPOS_BONE_MARROW_UP	GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10NEG_CD62LPOS_BONE_MARROW_UP		180	0.3565768	1.3726789	0.003968254	0.030924853	1.0	1549	tags=25%, list=11%, signal=28%	
GSE3039_ALPHABETA_CD8_TCELL_VS_B2_BCELL_UP	GSE3039_ALPHABETA_CD8_TCELL_VS_B2_BCELL_UP		167	0.35419646	1.3724327	0.004166667	0.030983418	1.0	1455	tags=19%, list=10%, signal=21%	
GSE38696_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP	GSE38696_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP		171	0.35546878	1.3720614	0.007874016	0.031094568	1.0	2509	tags=30%, list=18%, signal=37%	
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP	GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP		145	0.36785707	1.371396	0.004132231	0.031295903	1.0	1744	tags=21%, list=12%, signal=23%	
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_DN	GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_DN		149	0.36712632	1.3713323	0.004048583	0.03128688	1.0	1842	tags=26%, list=13%, signal=29%	
GSE24726_WT_VS_E2_2_KO_PDC_DN	GSE24726_WT_VS_E2_2_KO_PDC_DN		156	0.36133218	1.3712121	0.007380074	0.031292625	1.0	1628	tags=25%, list=12%, signal=28%	
GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_DN	GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_DN		159	0.35670412	1.3710071	0.008368201	0.031344835	1.0	1231	tags=21%, list=9%, signal=23%	
GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_DN	GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_DN		140	0.35920194	1.37061	0.014814815	0.03147984	1.0	1894	tags=26%, list=13%, signal=29%	
GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_LEF1_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		162	0.3546483	1.3704816	0.0043668123	0.03150547	1.0	1294	tags=20%, list=9%, signal=22%	
GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN	GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN		98	0.3885474	1.3704772	0.016722407	0.031483315	1.0	1211	tags=17%, list=9%, signal=19%	
GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP	GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP		119	0.3790029	1.3697641	0.020477816	0.031733047	1.0	1924	tags=28%, list=14%, signal=32%	
